Ticker,MeanPrice,FinalPrice,TotalVolume,PriceVolatility (StdDev),AttractorFileUsed
BMY,101.70825000000002,101.40000000000002,1087,0.9943404862081183,True
BR,102.79324999999997,104.29999999999998,1121,0.8549688862656989,True
BRO,98.34274999999998,96.99999999999991,1097,0.8323756263953888,True
BSX,101.09349999999995,102.84999999999994,1106,1.3800927614297227,True
BX,99.57400000000005,97.75000000000006,1089,1.423836561113594,True
BXP,100.2745,100.45000000000002,1126,0.5931347182300462,True
C,99.725,99.29999999999995,1134,0.6215760483799236,True
CAG,100.50725000000003,103.5,1089,1.0620260988663908,True
CAH,101.12874999999997,100.04999999999995,1077,0.4659899900794705,True
CARR,98.04474999999998,96.64999999999998,1093,1.4978241966668335,True
CAT,101.44399999999997,100.09999999999994,1101,1.0153787322222465,True
CB,101.32,101.70000000000006,1081,0.9034829312362145,True
CBOE,99.24600000000002,100.25000000000004,1112,0.7398281750807002,True
CBRE,99.68025000000002,99.9,1099,0.7776219628363399,True
CCI,102.11949999999997,106.19999999999992,1114,2.4540643654043977,True
CCL,99.86524999999997,99.99999999999994,1058,0.5846056416777017,True
CDNS,99.9445,98.0,1091,0.7702344157958583,True
CDW,99.96000000000002,97.34999999999997,1077,0.9546369248523086,True
CEG,100.87375000000002,101.4,1130,0.512921906248452,True
CF,99.35874999999996,99.49999999999996,1105,0.42187180112320083,True
CFG,99.41775,100.04999999999994,1070,0.6200157539739362,True
CHD,96.30950000000001,94.4,1107,2.0860411280556472,True
CHRW,102.24524999999998,101.50000000000004,1071,1.2878207752813269,True
CHTR,100.88049999999997,99.64999999999992,1108,0.6099425378652409,True
CI,98.19475000000003,96.15000000000003,1102,1.077142570921066,True
CINF,99.6935,98.45,1124,0.7977876129502656,True
CL,101.41300000000003,102.85000000000004,1100,0.9971345881748966,True
CMCSA,101.18475000000002,104.35000000000002,1082,1.3003497548446905,True
CME,99.28950000000005,99.80000000000008,1090,0.6013299748835474,True
CMG,97.89200000000001,96.60000000000008,1125,1.0127012486885922,True
CMI,97.49375000000003,96.10000000000004,1106,1.0345408699310894,True
CMS,97.11849999999998,95.89999999999998,1098,1.160697567939682,True
CNC,99.93800000000006,102.15000000000008,1113,0.6719662889366987,True
CNP,100.29100000000003,101.70000000000007,1097,0.7348086271900816,True
COF,101.07974999999995,100.94999999999996,1094,0.6723561193714658,True
COIN,100.33425000000003,98.69999999999996,1092,0.766453975121724,True
COO,100.48675000000004,98.60000000000008,1069,1.7676992790647243,True
COP,99.2095,99.44999999999996,1100,0.5549093366121177,True
COR,99.84975000000003,98.30000000000008,1087,1.1126217114833998,True
COST,99.12400000000008,98.30000000000013,1130,0.6348536807642201,True
CPAY,99.12924999999996,98.04999999999994,1133,0.6680293809173813,True
CPB,101.1335000000001,101.35000000000012,1100,1.1423451810039034,True
CPRT,98.45374999999993,98.6499999999999,1071,0.7144407360493048,True
CPT,98.7855,98.79999999999998,1106,0.6506585376857219,True
CRL,100.55425000000002,102.30000000000004,1162,0.7586151343801254,True
CRWD,101.90800000000002,104.10000000000004,1084,1.3799027713181429,True
CSCO,97.65324999999997,97.29999999999995,1112,1.170696196896172,True
CSGP,97.99750000000003,97.55,1091,1.2598830407549269,True
CSX,98.48700000000002,95.75000000000004,1111,0.9809778733180893,True
CTAS,99.27699999999996,97.59999999999992,1081,0.7279391989630393,True
CTRA,100.18849999999999,101.04999999999995,1110,0.5314649801497905,True
CTSH,100.41324999999999,100.65000000000003,1079,0.859932764404557,True
CTVA,101.48124999999996,105.49999999999996,1087,1.5964583722010652,True
CVS,100.8574999999999,100.59999999999984,1088,0.7053946826362398,True
CVX,99.53325000000004,98.90000000000006,1114,0.5261808328362135,True
CZR,98.92224999999999,99.85,1100,0.5392787268436743,True
D,100.54175000000001,102.0,1078,0.8773214359686133,True
DAL,100.79025000000001,100.8,1082,0.5908153275400628,True
DASH,102.14124999999999,103.39999999999996,1122,1.1615428733945432,True
DAY,102.10974999999999,103.90000000000002,1088,1.2738942145442285,True
DD,98.62224999999997,98.64999999999998,1108,0.7487291997597303,True
DE,100.08024999999999,100.10000000000004,1092,0.4594594130729064,True
DECK,99.99325,97.79999999999998,1127,0.839174000140945,True
DELL,99.19500000000002,98.75000000000006,1061,0.9306479074484377,True
DG,99.01300000000003,98.10000000000012,1100,1.0135791599908806,True
DHI,98.44399999999995,99.14999999999996,1117,1.006817963715548,True
DHR,99.21800000000003,100.35000000000004,1088,0.3777758235571992,True
DLTR,99.8005,98.2,1117,1.3269528133450286,True
DOV,100.75024999999998,102.44999999999996,1129,0.7798739992933856,True
DOW,102.30475000000003,104.00000000000009,1123,1.5334101443691894,True
DPZ,99.35674999999999,99.55000000000004,1130,0.8861536429392334,True
DRI,98.80574999999999,100.20000000000005,1088,0.9680859411474111,True
DTE,99.32674999999998,100.4,1115,0.6216948285123437,True
DUK,100.84525,103.40000000000003,1095,0.9682600763105476,True
DVN,97.79124999999996,98.14999999999996,1099,1.09533544459262,True
DXCM,99.867,97.05,1116,1.1810739512799195,True
EA,99.16274999999997,101.49999999999996,1070,0.9782431886708529,True
ECL,100.10024999999997,100.39999999999996,1077,1.043783915285657,True
ED,97.41000000000003,94.55000000000004,1086,1.8315561662012205,True
EFX,98.09124999999996,97.14999999999992,1110,0.5931018347907718,True
EG,99.84100000000002,98.85000000000004,1110,0.8035530395917712,True
EIX,100.69424999999997,102.79999999999995,1098,1.6499290185736977,True
EL,101.0975,104.04999999999995,1091,1.4185928869462319,True
ELV,98.79975,98.5,1107,0.7054792287594672,True
EMN,99.75100000000006,99.25000000000011,1090,0.6763774332137327,True
EMR,98.63074999999998,98.69999999999992,1106,0.8865221628510448,True
ENPH,100.49975000000002,100.65000000000003,1117,0.6922488569145495,True
EOG,102.39699999999998,103.19999999999996,1134,1.811164704807278,True
EPAM,101.93874999999993,103.0499999999999,1094,1.3609728775279701,True
EQIX,97.67200000000001,95.45,1094,1.5166632245437588,True
EQT,100.73775000000002,103.15000000000002,1145,1.2157209071660418,True
ERIE,102.30249999999997,101.79999999999993,1087,0.7460237982381618,True
ES,100.77850000000002,99.20000000000007,1112,1.3080299928944592,True
ESS,100.39824999999999,98.15000000000002,1093,0.946646786394461,True
ETN,102.01050000000006,103.35,1086,1.053834706175361,True
ETR,99.6755,99.05,1132,0.5100002463296284,True
EVRG,99.61,100.40000000000006,1062,0.608234945349016,True
EW,100.11774999999994,99.0499999999999,1069,0.49489599689097047,True
EXC,100.84274999999994,102.89999999999992,1100,1.361950617652709,True
EXE,100.15275,98.04999999999995,1132,0.7158155467611291,True
EXPD,100.16825000000003,98.95000000000005,1077,0.8718111670856471,True
EXPE,99.24799999999999,100.14999999999996,1117,1.0712065240117792,True
EXR,100.59800000000004,102.1000000000001,1125,0.6029625353995987,True
F,99.71750000000003,101.8,1078,0.956277198516201,True
FANG,98.39149999999994,96.39999999999986,1108,1.3832914465617014,True
FAST,101.90225000000001,101.64999999999998,1108,1.0962280864801535,True
FCX,99.15374999999996,99.04999999999994,1107,0.7279753968314965,True
FDS,101.71000000000008,101.00000000000011,1073,0.7621709274257735,True
FDX,99.65875000000004,98.75000000000009,1103,0.7574162225427231,True
FE,98.46649999999995,99.84999999999994,1098,1.1735689457171887,True
FFIV,97.98650000000002,93.90000000000003,1064,1.303837686818334,True
FI,103.56550000000003,106.00000000000009,1064,1.3343018990427096,True
FICO,101.39099999999999,101.64999999999998,1106,0.6581869417203875,True
FIS,101.00949999999995,102.55000000000004,1103,1.0540111229186366,True
FITB,101.42424999999999,100.44999999999996,1101,0.46861223268617136,True
FOX,100.79199999999997,104.8,1115,1.68839104522859,True
FOXA,98.6995,98.85000000000002,1124,0.5323454785594708,True
FRT,99.20574999999997,99.19999999999996,1080,0.61370809480415,True
FSLR,103.41299999999995,106.69999999999996,1143,2.632781550654615,True
FTNT,98.64500000000004,99.54999999999998,1113,1.3112098828120304,True
FTV,98.79550000000003,98.09999999999998,1100,0.7223320343437748,True
GD,101.02625000000002,102.05000000000004,1126,0.859515720548113,True
GE,101.67824999999993,103.0499999999999,1140,1.0864697511207788,True
GEHC,99.90174999999998,99.34999999999997,1149,1.1859772966803432,True
GEN,102.50325000000001,104.45000000000002,1091,1.5454023032513202,True
GEV,100.14299999999997,101.24999999999994,1137,0.6637043902129366,True
GILD,100.94700000000003,99.45000000000002,1093,0.8981924898059,True
GIS,98.58675,100.94999999999996,1127,1.174182892408208,True
GL,97.85425000000005,97.50000000000009,1102,0.6885783457174185,True
GLW,99.55449999999998,97.29999999999995,1135,0.8491229587020899,True
GM,103.55350000000004,102.20000000000005,1100,1.3460019898885522,True
GNRC,100.13624999999996,98.84999999999998,1142,0.7932652686410597,True
GOOG,99.162,95.5,1079,1.8446393881628382,True
GOOGL,103.81150000000001,104.6,1112,2.0042587195957045,True
GPC,98.75925000000002,98.70000000000005,1115,0.8330496962861258,True
GPN,97.07200000000003,94.65000000000003,1118,1.1918129427272666,True
GRMN,102.49499999999996,102.59999999999994,1114,0.9641696508280414,True
GS,100.03324999999997,99.7999999999999,1106,0.8564311467042921,True
HAL,102.16524999999997,104.09999999999997,1077,1.0904127370798316,True
HAS,101.48974999999999,102.70000000000005,1109,1.3096500884859945,True
HBAN,100.59449999999998,101.74999999999996,1128,0.9249173533633872,True
HCA,100.18925000000007,101.80000000000014,1135,1.0957189134016116,True
HD,103.0565,103.54999999999994,1078,1.1171381914040335,True
HIG,98.18899999999998,98.75,1096,0.6264512798535544,True
HII,97.31049999999999,95.79999999999994,1138,1.7795430925073161,True
HLT,101.47499999999992,103.2999999999999,1112,1.2318328053357783,True
HOLX,101.91074999999996,101.84999999999997,1122,1.0849458396041587,True
HON,101.24425000000001,101.65000000000003,1129,1.2257822597187564,True
HPE,100.79674999999996,101.99999999999989,1135,0.5674831478692214,True
HPQ,102.50499999999997,105.29999999999998,1075,1.4698306059033577,True
HRL,100.13799999999999,99.4,1082,0.7501798779267761,True
HST,101.56824999999995,101.14999999999998,1094,1.051120214832807,True
HSY,100.36624999999992,99.14999999999986,1106,0.7673935769929504,True
HUBB,100.64075000000008,100.90000000000018,1087,0.6149534749734665,True
HUM,98.72999999999998,99.55,1132,0.761824707148649,True
HWM,98.98349999999999,97.35,1145,0.7067355415062556,True
IBM,101.221,103.90000000000003,1087,1.215337081268227,True
ICE,101.11000000000001,101.15,1081,0.6906045709136526,True
IDXX,100.80575,103.15000000000002,1102,1.976369047155103,True
IEX,100.05499999999996,103.0,1086,1.1029312247063117,True
IFF,100.41199999999988,100.74999999999982,1120,0.7930324725460415,True
INCY,100.98349999999995,102.84999999999988,1100,1.43187958492625,True
INTC,99.84425000000006,98.2000000000001,1078,1.121513889580758,True
INTU,100.76325000000001,101.20000000000006,1064,0.6398703837811303,True
INVH,99.48075000000004,99.10000000000004,1097,0.5680053590765634,True
IP,101.34174999999999,102.25,1128,0.7170006185036943,True
IPG,98.66925000000003,98.00000000000009,1137,0.7684690369846003,True
IQV,100.48149999999994,101.7999999999999,1099,0.6555965099964817,True
IR,99.82849999999995,99.94999999999992,1110,0.6607348961687127,True
IRM,100.10699999999999,100.25,1128,0.4472708980935477,True
ISRG,98.93300000000004,98.25000000000006,1117,0.9722589352563795,True
IT,100.93449999999993,102.24999999999991,1087,0.7435212635471375,True
ITW,101.42550000000007,100.35000000000002,1096,0.8688927569703796,True
IVZ,100.28800000000003,100.25000000000004,1132,0.6339086692931618,True
JBHT,102.585,102.5,1112,0.8478468146460947,True
KMX,100.59700000000004,102.35000000000008,1107,0.9702437138789565,True
KO,100.87674999999999,101.09999999999997,1122,0.797213701544104,True
LNT,100.89950000000005,99.90000000000003,1102,0.5076052258661585,True
MMM,100.04,99.20000000000005,1133,1.3521618647716247,True
MO,100.83975000000002,102.00000000000009,1071,0.8194295340702358,True
PODD,102.41824999999997,102.54999999999993,1065,0.6673501469191184,True
SCHW,98.7395,99.54999999999998,1103,1.1903146621691514,True
STZ,99.0227499999999,97.74999999999991,1105,0.5296437956318121,True
T,99.65450000000001,101.15,1086,0.7899206435557794,True
TECH,101.31200000000001,102.29999999999995,1070,1.161432575804865,True
XOM,100.2375,101.15000000000006,1107,0.6658343841644787,True
